tarih,ürün,bölge,satış_temsilcisi,miktar,birim_fiyat,indirim_oranı,toplam_satış
2023-01-03,Headphones,Ankara,Ayşe Demir,6,1832.7612061053665,0.24412988649587591,8311.976525308914
2024-10-26,Monitor,Antalya,Ayşe Demir,16,1181.3361199932979,0.16008076401806354,15875.630901482176
2023-02-12,Phone,Ankara,Fatma Özkan,11,85.55353621890518,0.05873339570506383,885.8155517441198
2023-12-02,Phone,Antalya,Fatma Özkan,15,524.7904783237836,0.278110363438892,5682.6121150182935
2023-11-20,Headphones,Antalya,Mehmet Kaya,2,374.3466350991272,0.18520552722389225,610.0311383622067
2024-01-08,Monitor,İzmir,Can Arslan,15,1087.9074160111284,0.17427961597883931,13474.609939922662
2023-04-16,Monitor,Ankara,Ayşe Demir,17,1954.6142153920289,0.24695220467869808,25022.604735278943
2023-12-16,Keyboard,Bursa,Ayşe Demir,7,1074.0685981507672,0.2127138785167298,5919.195105915635
2023-11-08,Laptop,Ankara,Can Arslan,10,1839.6173538841858,0.12735822755890855,16053.269483068865
2024-01-20,Monitor,Antalya,Ayşe Demir,15,1905.2365173029812,0.18048354604389935,23420.59011911715
2023-04-28,Headphones,Bursa,Ali Yılmaz,9,1310.8815311745773,0.05243203284821315,11179.344129047242
2024-09-24,Headphones,Ankara,Ali Yılmaz,5,639.0179785778504,0.21958742027569036,2493.4883457607693
2024-09-03,Monitor,Ankara,Ali Yılmaz,18,1544.9794636407917,0.04491119038708732,26560.666742491438
2024-03-14,Mouse,Antalya,Ali Yılmaz,3,1745.0562680695525,0.14186758968995464,4492.468024335533
2024-10-22,Laptop,Antalya,Mehmet Kaya,7,1116.0599547924364,0.06958412883479262,7268.799265775647
2024-08-12,Headphones,Antalya,Ali Yılmaz,2,585.3534953002445,0.1791140750687075,961.0168908026125
2024-10-19,Keyboard,Ankara,Can Arslan,7,1462.8078602273054,0.004746327529674732,10191.054265067787
2023-10-07,Monitor,İzmir,Fatma Özkan,6,1177.8544881624978,0.08224819996794176,6485.8684601218265
2023-02-05,Headphones,İstanbul,Fatma Özkan,3,832.3164323760162,0.1100868237614402,2222.0680799138613
2023-03-11,Laptop,Bursa,Can Arslan,17,1672.133070840273,0.20088078484018856,22715.972342614954
2024-03-03,Keyboard,Antalya,Ayşe Demir,3,1089.267683775104,0.09730012593461268,2949.845402901847
2023-09-16,Tablet,Ankara,Fatma Özkan,2,757.7413300996843,0.2986441472112771,1062.8926335306505
2024-04-15,Tablet,Bursa,Fatma Özkan,4,1925.2481851118857,0.19048801367730994,6234.045929976307
2023-10-30,Laptop,Ankara,Ali Yılmaz,16,52.411525530848415,0.09025593250597652,762.8971907200144
2024-10-09,Monitor,İzmir,Can Arslan,19,347.211225994314,0.29774505064751255,4632.785236579789
2023-09-05,Monitor,İstanbul,Ali Yılmaz,6,551.2421695425558,0.2363705964876795,2525.668374711716
2023-06-10,Headphones,Bursa,Fatma Özkan,2,173.06261450434283,0.035294708542067586,333.9088399317677
2024-10-24,Mouse,Antalya,Ayşe Demir,9,220.90335618948515,0.2810873469093188,1429.2919608733666
2024-03-24,Keyboard,İzmir,Fatma Özkan,4,1753.0064903615032,0.048529263405632884,6671.737506555863
2024-02-10,Keyboard,Bursa,Can Arslan,10,1027.248348404919,0.11915363322876331,9048.479754642263
2024-11-08,Mouse,Antalya,Mehmet Kaya,10,1742.710545709528,0.24177762003528633,13213.621375574832
2023-01-07,Monitor,İstanbul,Can Arslan,3,388.3728042236919,0.20848532667073852,922.2083197952542
2024-04-10,Tablet,Bursa,Ayşe Demir,10,1653.837099087004,0.03975740182255453,15880.848329895542
2023-10-16,Monitor,İstanbul,Can Arslan,3,1907.955178822524,0.24756023022467044,4306.864066484603
2024-10-14,Headphones,Ankara,Can Arslan,2,1036.9097319511643,0.06976540750961403,1929.1386039018134
2023-06-22,Monitor,Bursa,Fatma Özkan,13,1876.0758890731381,0.26283155777941275,17978.79122826343
2024-03-22,Tablet,Antalya,Mehmet Kaya,2,1317.8921301763992,0.04560745593859443,2515.5728458351177
2024-05-31,Keyboard,Ankara,Ayşe Demir,2,994.9730946867861,0.22627606330315891,1539.668999456998
2023-02-25,Phone,İstanbul,Mehmet Kaya,9,327.38626894003255,0.036415481826728664,2839.1790619181365
2023-07-09,Tablet,İzmir,Fatma Özkan,1,1043.37314989209,0.299009056155893,731.395129124455
2023-04-11,Phone,Bursa,Fatma Özkan,4,1077.7308546277206,0.12782501516711145,3759.879567155473
2023-03-04,Headphones,Bursa,Can Arslan,3,767.1307342107148,0.1242389257586781,2015.4697076277287
2024-06-09,Phone,Antalya,Can Arslan,5,71.51096563586206,0.12484619945392844,312.91546678472105
2024-12-31,Headphones,Antalya,Ayşe Demir,7,1256.948976365057,0.09705011847344212,7944.733505056295
2023-08-30,Headphones,Antalya,Can Arslan,18,176.00252569596796,0.01278996278610982,3127.526278956994
2024-04-09,Keyboard,İstanbul,Fatma Özkan,11,936.0358023919238,0.2533071248218848,7688.243910134476
2023-07-02,Headphones,Ankara,Fatma Özkan,2,683.118057435617,0.2212071232163399,1064.0149542662994
2023-08-15,Laptop,Antalya,Fatma Özkan,6,815.1677569805253,0.28686665719468446,3487.939844895798
2024-09-16,Laptop,İstanbul,Ali Yılmaz,9,1391.8626768687573,0.13128093721661757,10882.23876155337
2023-01-29,Laptop,Ankara,Ayşe Demir,8,949.8810560182316,0.1911604430424841,6146.41098009699
2024-12-26,Laptop,İstanbul,Fatma Özkan,13,342.8295515932312,0.22123013061644567,3470.8092264960815
2024-03-24,Phone,Antalya,Can Arslan,8,215.34443128931628,0.21489701641880468,1352.5404440227035
2024-09-12,Keyboard,İzmir,Ali Yılmaz,5,1041.729614422778,0.11627856944483085,4602.993925546912
2024-01-01,Monitor,İzmir,Fatma Özkan,15,1887.515009862726,0.23515280303030214,21654.90846797606
2024-07-16,Keyboard,Ankara,Can Arslan,5,1337.5903034176094,0.22931179866652077,5154.325325310101
2023-11-16,Mouse,Bursa,Ali Yılmaz,8,1549.9851382843606,0.18739907065627912,10076.154910710617
2024-04-07,Mouse,İzmir,Ali Yılmaz,4,1249.27528767579,0.2323901341913364,3835.824143723571
2023-06-18,Laptop,Ankara,Ayşe Demir,10,1607.4926737264204,0.08784661101028941,14662.798901156855
2024-05-02,Mouse,Antalya,Can Arslan,16,1632.9510867757683,0.1969435821994508,20981.6296030346
2024-06-06,Mouse,İstanbul,Ayşe Demir,9,775.725696483151,0.12962306488325878,6076.56378776674
2023-05-04,Mouse,İstanbul,Ayşe Demir,12,435.06745522687777,0.2660774700627808,3831.669689201495
2023-05-02,Tablet,İstanbul,Fatma Özkan,9,1110.8323294063657,0.19082122911894753,8089.757450675816
2024-10-22,Tablet,Bursa,Mehmet Kaya,11,575.1960316889489,0.16186686614865153,5302.999378801502
2024-04-10,Mouse,Antalya,Can Arslan,15,229.14823103458716,0.28953892263809894,2442.0134864460993
2024-04-07,Keyboard,Bursa,Can Arslan,11,1528.460771599248,0.22302713582298278,13063.297978408498
2024-05-29,Phone,İzmir,Can Arslan,7,1175.4869274107227,0.2631415324534212,6063.172471670312
2023-08-17,Phone,Ankara,Ayşe Demir,16,1632.9168228881342,0.222513618453879,20313.12947188934
2024-05-29,Laptop,Bursa,Mehmet Kaya,10,1332.242609917145,0.09327867900226625,12079.727791535423
2024-02-09,Tablet,İzmir,Mehmet Kaya,2,742.9999089371919,0.23513753534561915,1136.5854831753622
2024-05-14,Monitor,Ankara,Ayşe Demir,12,1504.1808763259028,0.06074416804957122,16953.727924768926
2024-02-22,Headphones,İstanbul,Fatma Özkan,11,1524.7160828883325,0.2525911114490126,12535.449881541223
2023-03-11,Keyboard,Antalya,Ayşe Demir,4,801.4829719423556,0.19300955397353528,2587.1564040415124
2024-06-19,Tablet,İzmir,Ayşe Demir,5,1342.9319087759598,0.0005639650574731925,6710.8727105242215
2024-02-09,Mouse,Bursa,Fatma Özkan,13,231.3317476551077,0.17646068008451715,2476.6402718037175
2024-05-30,Headphones,İzmir,Can Arslan,16,489.605573154203,0.21088303229360303,6181.697044153555
2024-06-19,Mouse,Ankara,Mehmet Kaya,19,1021.5985804137346,0.023117483740299347,18961.654044996238
2024-02-10,Headphones,Bursa,Ayşe Demir,6,459.1918899699984,0.24753920029983456,2073.1433804559324
2023-01-19,Headphones,Bursa,Ali Yılmaz,1,222.7708378752536,0.06618358581336338,208.0270650100219
2024-04-20,Keyboard,İzmir,Ali Yılmaz,13,388.2861448186166,0.19126597934106893,4082.2627958491057
2024-10-21,Phone,İzmir,Fatma Özkan,11,1492.973454036943,0.2850938258791775,11740.695340984506
2024-05-19,Monitor,Antalya,Ayşe Demir,18,372.32351639184037,0.2100755878333563,5293.93382678956
2023-09-11,Tablet,Antalya,Ali Yılmaz,13,1576.034782710109,0.016840831024863,20143.40961418736
2024-06-30,Tablet,Ankara,Mehmet Kaya,5,1691.7704552440268,0.0558304253538832,7986.590955633101
2023-02-18,Headphones,Ankara,Can Arslan,4,310.2859462110904,0.024180454127137395,1211.1323644897507
2023-10-22,Mouse,İzmir,Ali Yılmaz,4,1542.750153032664,0.047672450300806066,5876.813892142613
2023-12-30,Monitor,İstanbul,Fatma Özkan,4,76.13512154272294,0.0848237068736286,278.7082332407797
2024-09-09,Tablet,Bursa,Mehmet Kaya,14,536.6150897065369,0.0815849178385893,6899.6954838263455
2023-07-01,Phone,Ankara,Ali Yılmaz,13,572.8710891862511,0.046914541321034384,7097.936362412958
2023-08-16,Keyboard,Bursa,Ayşe Demir,11,321.5284736793106,0.15972620468256513,2971.8914596924988
2024-06-02,Tablet,Ankara,Mehmet Kaya,15,1770.1644478500173,0.11803435396907747,23418.363462435176
2024-10-27,Monitor,İstanbul,Can Arslan,18,332.68189114064324,0.21754671826533442,4685.544674940439
2023-11-01,Keyboard,İzmir,Ali Yılmaz,12,731.5374255692966,0.03422873546638001,8477.97389454874
2023-06-27,Headphones,Bursa,Ayşe Demir,7,1383.320505875233,0.1635316584782099,8099.726665397779
2024-10-25,Headphones,Antalya,Ayşe Demir,11,181.9533057050031,0.2123505291689306,1576.4696744996043
2024-06-12,Mouse,Ankara,Ali Yılmaz,10,373.26035331838773,0.2837094441000847,2673.6286597382677
2023-04-22,Laptop,Ankara,Ayşe Demir,2,1730.874471388331,0.1380486793465319,2983.8590729970906
2024-11-09,Tablet,Bursa,Fatma Özkan,10,1957.2205450483807,0.23819691491040182,14910.166494186014
2024-07-14,Phone,Antalya,Fatma Özkan,4,1525.6654360928383,0.1558157578511812,5151.770879762719
2024-01-11,Headphones,Bursa,Fatma Özkan,14,515.6526121940017,0.13537180325429643,6241.869035199158
2023-02-27,Monitor,Ankara,Ali Yılmaz,2,177.1489529579595,0.13917941304369982,304.98693132792937
2023-02-13,Laptop,Ankara,Fatma Özkan,3,255.67371491542963,0.1970340314172882,615.8918764146242
2024-08-23,Keyboard,Ankara,Mehmet Kaya,19,910.0907085890283,0.058682781913354506,16276.997026295034
2023-09-25,Mouse,Bursa,Fatma Özkan,9,1176.3070634682572,0.1903747252650911,8571.311364897914
2024-07-20,Laptop,Ankara,Ayşe Demir,6,1596.859633354596,0.095028503120258,8670.67471622247
2024-01-22,Headphones,İzmir,Mehmet Kaya,18,379.265703021488,0.1521153311596323,5788.3243501599045
2023-08-08,Laptop,Antalya,Fatma Özkan,16,346.6033522834321,0.1320970255105047,4813.089286637138
2024-01-01,Tablet,İzmir,Ali Yılmaz,12,1492.4741475668043,0.09590004973216341,16192.149631094155
2023-05-09,Phone,Antalya,Can Arslan,13,679.871836853117,0.2991234471244985,6194.580982339722
2024-05-20,Phone,İzmir,Mehmet Kaya,5,1141.5235830948461,0.1582198866368029,4804.559255921713
2024-10-27,Tablet,Antalya,Mehmet Kaya,9,1647.1738520302295,0.1622381264956633,12419.455070377802
2023-07-30,Monitor,Bursa,Ali Yılmaz,11,1807.5272210105652,0.19550037561192776,15995.704674116374
2024-04-01,Headphones,Ankara,Mehmet Kaya,12,703.6556923732019,0.05212847794072314,8003.702305625534
2023-10-04,Monitor,Ankara,Ali Yılmaz,3,326.8453800339381,0.10438242347464999,878.185401493508
2023-12-04,Mouse,İzmir,Ali Yılmaz,16,1175.6369749987955,0.22142073700155515,14645.225112772532
2024-09-11,Keyboard,İzmir,Mehmet Kaya,1,296.21624605078034,0.2028532686226302,236.12781232025426
2023-03-07,Keyboard,Bursa,Ali Yılmaz,1,1682.2301942237332,0.08378282653632313,1541.288193666921
2023-07-10,Keyboard,Bursa,Ayşe Demir,15,645.355819558626,0.06379331291132884,9062.796507335632
2023-08-15,Laptop,Antalya,Can Arslan,14,1530.5350294686436,0.2710823533040385,15618.87588612425
2024-02-05,Phone,İstanbul,Mehmet Kaya,13,1802.7524069514823,0.1952305642676242,18860.400484997845
2024-10-07,Keyboard,İzmir,Mehmet Kaya,2,921.7583104225296,0.13810748136057788,1588.9131834937848
2024-09-03,Headphones,İzmir,Mehmet Kaya,14,984.1866230515349,0.005400026683564496,13704.20784635629
2024-02-28,Tablet,Ankara,Ali Yılmaz,19,1946.9138296395674,0.24781171549997155,27824.469698133373
2023-10-02,Laptop,Bursa,Fatma Özkan,13,1927.4801962943507,0.21800129762109696,19594.7311607218
2024-09-27,Phone,İstanbul,Fatma Özkan,19,1751.8699871539495,0.0337741171235811,32161.340375427983
2024-03-12,Headphones,Bursa,Ali Yılmaz,9,74.18787074076384,0.14063038963935173,573.7932141477872
2023-03-30,Tablet,İzmir,Can Arslan,3,491.38541396589756,0.21907384412704375,1151.207167141289
2023-02-10,Monitor,İzmir,Fatma Özkan,8,1760.66043751105,0.09912240116273215,12689.116378501825
2024-08-20,Laptop,Antalya,Ali Yılmaz,16,117.60702011664247,0.1748420505250469,1552.7098810129323
2024-07-29,Tablet,Ankara,Can Arslan,5,541.9991371868427,0.06606759041319453,2530.952800934388
2024-11-14,Laptop,Antalya,Can Arslan,9,1823.7722979013552,0.20076007888142353,13118.684647616317
2024-04-26,Laptop,Antalya,Fatma Özkan,12,955.6448106398084,0.041257132445104615,10994.61175340118
2024-10-20,Mouse,Bursa,Can Arslan,8,1898.8112243343123,0.13357383368543643,13161.437837240328
2024-05-19,Headphones,İzmir,Fatma Özkan,7,306.8022050204751,0.07025533404464569,1996.7339953478945
2023-03-17,Headphones,İzmir,Fatma Özkan,2,579.5590912645278,0.14186913984327146,994.6750829969623
2023-12-27,Laptop,İstanbul,Ayşe Demir,17,127.54363172771062,0.18122150312136576,1775.3097122317688
2023-10-10,Keyboard,Bursa,Ayşe Demir,1,928.4073382327457,0.14189140382865303,796.6743176860783
2024-02-28,Tablet,İzmir,Can Arslan,17,1057.3166254696591,0.0016517397481262462,17944.693630741276
2023-10-29,Laptop,İzmir,Fatma Özkan,1,710.7782662105656,0.24077570387394384,539.6401288654151
2024-12-04,Tablet,Ankara,Mehmet Kaya,9,824.1793304125238,0.026127830038731446,7223.807816514629
2024-07-06,Laptop,Antalya,Mehmet Kaya,7,1170.8201308156097,0.008900466919421946,8122.794994808844
2024-12-04,Keyboard,İzmir,Mehmet Kaya,13,1862.3820542225724,0.04956118180135505,23011.042582445665
2023-06-17,Monitor,İzmir,Fatma Özkan,8,1819.841454985282,0.21420979334005694,11440.10874400973
2023-09-25,Headphones,İstanbul,Can Arslan,7,1910.3645987908292,0.21641803533188647,10478.490718870511
2023-06-02,Keyboard,Antalya,Ali Yılmaz,15,1749.6155682120498,0.07700826849301375,24223.21054163429
2023-11-20,Tablet,İstanbul,Fatma Özkan,18,229.9553445428516,0.1788964556581105,3398.7086720009247
2023-03-25,Laptop,İstanbul,Fatma Özkan,19,741.8040190801693,0.2825177134856775,10112.393631347924
2023-04-15,Mouse,Ankara,Mehmet Kaya,11,1217.4501845222399,0.15064608298859605,11374.50691289243
2024-07-16,Tablet,İstanbul,Ali Yılmaz,7,1753.7122572593728,0.21719191663982815,9609.740916093151
2024-10-28,Headphones,Ankara,Can Arslan,6,1666.5845784637077,0.29737896802008995,7025.864258411842
2023-09-15,Laptop,İstanbul,Fatma Özkan,3,925.263489765681,0.025317714163362703,2705.513799617994
2023-12-23,Headphones,İstanbul,Ali Yılmaz,6,1698.9285078303183,0.2077478480007676,8075.878598528486
2024-10-19,Monitor,İzmir,Can Arslan,9,647.3113226175147,0.23669554797623799,4446.860529594048
2023-07-07,Monitor,Ankara,Mehmet Kaya,3,1722.2465584395034,0.27499057075236216,3745.9349830737992
2023-03-04,Phone,İzmir,Ayşe Demir,4,816.299739423318,0.15774377966199712,2750.134132758322
2023-10-17,Monitor,Antalya,Fatma Özkan,5,1785.6892186084262,0.10376323822135722,8002.001614143255
2023-05-28,Keyboard,Antalya,Ayşe Demir,18,1291.9595190367493,0.1021812499743875,20879.018648374782
2024-04-23,Keyboard,İzmir,Ali Yılmaz,17,1370.3852474832681,0.1817337748358071,19062.779379140145
2024-11-18,Monitor,Bursa,Ali Yılmaz,4,376.3514796203245,0.2916075769489773,1066.418146268317
2024-01-11,Keyboard,İzmir,Mehmet Kaya,13,799.2030903223105,0.011698803772473476,10268.09381252558
2023-12-29,Keyboard,Ankara,Mehmet Kaya,18,660.7522090868393,0.044118555169976516,11368.81397333804
2023-09-02,Tablet,Ankara,Can Arslan,5,1914.0417164628725,0.09419001521320584,8668.79049035262
2023-03-28,Tablet,Bursa,Ayşe Demir,9,1968.8256682604053,0.08652163134562371,16186.316936466395
2024-03-06,Tablet,Bursa,Ali Yılmaz,13,1942.9471996706338,0.23206166746036916,19396.82722545895
2023-03-10,Headphones,İstanbul,Ali Yılmaz,13,1106.324384199508,0.228570543781461,11094.865835356373
2024-01-14,Phone,İzmir,Mehmet Kaya,10,1662.289198903017,0.21270411728610952,13087.134421761166
2024-05-11,Headphones,Bursa,Can Arslan,12,1669.84259551415,0.16344829726355603,16762.915998950462
2024-01-20,Monitor,Antalya,Mehmet Kaya,13,1271.1569267710745,0.14666934953773542,14101.323173095267
2024-03-10,Headphones,İstanbul,Mehmet Kaya,18,1265.6416184109082,0.17081320835468483,18890.159632972653
2023-06-14,Phone,Antalya,Fatma Özkan,5,977.314773099312,0.16290737518729895,4090.514943409662
2024-10-20,Phone,İzmir,Can Arslan,2,1458.1793091390164,0.16001598862960878,2449.6946107757935
2023-05-20,Tablet,Antalya,Mehmet Kaya,7,293.4005872353542,0.2382631987648216,1564.4581736082712
2023-01-20,Laptop,Ankara,Fatma Özkan,6,340.1521403399755,0.13880268151961805,1757.6286668168968
2023-10-31,Monitor,Bursa,Fatma Özkan,6,1198.0264681560736,0.11259897237588055,6378.779513775565
2023-04-12,Keyboard,İstanbul,Mehmet Kaya,11,1841.5326856824358,0.10868042612957735,18055.335415380163
2024-04-09,Keyboard,Antalya,Mehmet Kaya,18,914.7388809447131,0.18063509560643384,13491.088843146166
2023-12-31,Keyboard,İstanbul,Fatma Özkan,13,906.3421424358091,0.25409065626211813,8788.637944661643
2023-05-27,Phone,İzmir,Mehmet Kaya,5,1045.3433535582528,0.18797775332796307,4244.210292500269
2023-10-14,Phone,Ankara,Can Arslan,11,1750.494259971665,0.15816785425194005,16209.8457289077
2023-11-16,Tablet,Antalya,Fatma Özkan,2,700.1442782102655,0.21991535695799802,1092.3435986911102
2023-10-13,Laptop,İzmir,Mehmet Kaya,18,1369.8015327719215,0.2485407898347351,18528.299602199233
2023-11-23,Tablet,İzmir,Ali Yılmaz,4,1676.5819641513178,0.22214283958605574,5216.56514334391
2024-07-02,Headphones,Antalya,Fatma Özkan,9,1543.926068951393,0.2537764319033196,10369.026180453511
2023-07-13,Phone,İstanbul,Ayşe Demir,14,596.6521985434658,0.20622190924087128,6630.532202098965
2023-12-24,Keyboard,İzmir,Mehmet Kaya,14,1626.0586595179832,0.28430640778934124,16292.636684459434
2023-10-17,Headphones,Antalya,Mehmet Kaya,6,634.1530720100541,0.02305862258284905,3717.1822539769196
2024-01-10,Mouse,Ankara,Fatma Özkan,16,982.6067741806858,0.043558953865398084,15036.887216581146
2024-04-18,Headphones,Bursa,Ayşe Demir,7,832.5467472284388,0.08775452732122253,5316.4090066681
2024-09-23,Tablet,İzmir,Can Arslan,7,979.0521233703937,0.06780869934479991,6388.6471060571785
2023-08-21,Tablet,Antalya,Can Arslan,19,747.7374640214204,0.1943452337971585,11445.946783388377
2024-12-26,Phone,İstanbul,Ayşe Demir,10,1651.7923837030569,0.16639720441052866,13769.38748788265
2024-10-21,Mouse,Ankara,Fatma Özkan,14,1653.9428490491837,0.24118755226575608,17570.45390379384
2023-01-22,Tablet,Bursa,Can Arslan,8,579.248291871093,0.14900862684538396,3943.482394374778
2023-10-17,Mouse,Ankara,Mehmet Kaya,9,1509.85820654609,0.095276038578335,12294.044080302503
2023-08-29,Mouse,Antalya,Ayşe Demir,18,588.530637750754,0.21209294623671485,8346.733935113229
2023-12-09,Mouse,İstanbul,Can Arslan,12,1494.7629094965394,0.09488104491879203,16235.258912851847
2024-10-12,Laptop,İstanbul,Mehmet Kaya,19,1151.7194974667445,0.25996439452472603,16193.955277264131
2024-03-27,Monitor,Ankara,Mehmet Kaya,13,873.6498182593965,0.11319409842189708,10071.851591685909
2024-07-21,Monitor,İzmir,Can Arslan,17,1389.6875696813233,0.1481442121370786,20124.827792421267
2024-12-29,Phone,Ankara,Can Arslan,11,1349.4515564775027,0.28981425153860313,10541.973900143095
2024-06-06,Laptop,Bursa,Ali Yılmaz,9,255.46159838917012,0.23454715900348067,1759.894256272519
2024-10-13,Headphones,Ankara,Ali Yılmaz,5,1022.2130590361328,0.11553603597075002,4520.553071387819
2024-07-06,Keyboard,Ankara,Mehmet Kaya,12,55.618440747948455,0.25768700562618885,495.43549552814414
2023-01-13,Mouse,Antalya,Can Arslan,4,1708.178602183796,0.06359821640959741,6398.1659591034695
2023-11-25,Tablet,İzmir,Ali Yılmaz,4,1371.7357406045862,0.18232563667581678,4486.532593391527
2023-06-11,Laptop,Bursa,Ayşe Demir,3,665.4733203385325,0.19344978120669412,1610.2129563604533
2023-05-29,Monitor,İstanbul,Fatma Özkan,11,767.1826761244981,0.017427585624104933,8291.937877817092
2023-04-28,Tablet,Ankara,Can Arslan,12,244.74030121554745,0.20641333315080415,2330.671678623774
2024-06-08,Headphones,Ankara,Ali Yılmaz,4,1900.2496138707043,0.009426546453381878,7529.347290450124
2024-01-22,Phone,İstanbul,Fatma Özkan,11,1761.4116883190238,0.012497045514804727,19133.39170907771
2023-08-18,Laptop,Bursa,Fatma Özkan,16,1557.1968896584244,0.15638881429624168,21018.699431343164
2024-11-28,Monitor,İzmir,Can Arslan,10,1551.8085129263372,0.24214666120946476,11760.432626848002
2024-11-04,Headphones,Antalya,Ali Yılmaz,1,1491.1017876865194,0.06697901565155889,1391.2292577109968
2024-09-29,Monitor,İzmir,Can Arslan,4,1119.344970581525,0.26377653445391536,3296.352133532442
2023-11-03,Laptop,İzmir,Ali Yılmaz,8,453.8350904443139,0.04569833569880364,3464.764657034342
2024-09-07,Keyboard,Antalya,Ali Yılmaz,2,1226.419021144139,0.14202026444847377,2104.48533487322
2023-05-04,Phone,Bursa,Ayşe Demir,4,1917.6901119269976,0.28281729572823366,5501.336721708121
2024-10-06,Monitor,Ankara,Mehmet Kaya,15,1144.5224087493852,0.23307840309816763,13166.384301120155
2024-06-12,Keyboard,Ankara,Fatma Özkan,7,324.56575034071835,0.18672409246979899,1847.7305361309784
2024-01-29,Keyboard,Antalya,Mehmet Kaya,11,1964.2239815122732,0.15817955427457694,18188.762983833498
2023-03-09,Phone,Bursa,Mehmet Kaya,11,1629.227365353143,0.28421857487593405,12827.8775396596
2023-04-12,Tablet,Bursa,Ali Yılmaz,15,168.226405829613,0.206999921192683,2001.0532962053219
2023-01-05,Monitor,Bursa,Ali Yılmaz,11,136.89945572492434,0.1246926560057717,1318.1200888332287
2024-02-26,Keyboard,Ankara,Can Arslan,14,198.66647504845074,0.0824111445143676,2552.11800848302
2024-08-20,Tablet,Ankara,Ayşe Demir,14,893.9912043084651,0.013169982792901535,12351.042977430043
2024-06-01,Headphones,Bursa,Can Arslan,11,1364.9805090957643,0.04109971891610141,14397.682132305687
2023-11-27,Headphones,Ankara,Mehmet Kaya,12,1923.2226022507396,0.059077711336028516,21715.236150240537
2023-09-09,Keyboard,Ankara,Ali Yılmaz,12,556.1064771933761,0.13109876569968626,5798.419253228685
2023-01-19,Phone,Ankara,Ayşe Demir,6,420.70991707826886,0.237778534886515,1924.044776299025
2024-07-24,Headphones,Ankara,Ali Yılmaz,11,820.6515563044419,0.2858690387993482,6446.57953185952
2023-09-04,Headphones,Ankara,Fatma Özkan,15,502.47766635715664,0.13747039511785014,6501.027945377145
2024-08-15,Keyboard,Bursa,Ayşe Demir,12,73.60107771340948,0.002711540723787653,880.8180647264988
2024-09-04,Monitor,Bursa,Ayşe Demir,11,139.81063167041492,0.24242378470674897,1165.0893011849485
2023-11-18,Phone,İzmir,Can Arslan,3,1794.5534552763875,0.00013283443116236525,5382.945230366896
2023-09-22,Tablet,İzmir,Ayşe Demir,19,1014.6166197030025,0.15381607434378844,16312.49321163012
2023-11-23,Laptop,İzmir,Fatma Özkan,3,162.52071041100277,0.13330960477245432,422.56541621632044
2024-12-18,Laptop,Ankara,Can Arslan,18,1330.4305937303584,0.07211967386805207,22220.646717716027
2023-02-27,Mouse,Antalya,Fatma Özkan,10,1687.6415161837854,0.22553165191172797,13070.249372040429
2023-07-12,Laptop,Ankara,Can Arslan,9,1903.3953826218267,0.17448668789675806,14141.504038951456
2024-10-12,Keyboard,Antalya,Mehmet Kaya,12,1529.613694826784,0.08474881979185568,16799.76887343305
2024-11-30,Phone,Ankara,Can Arslan,14,1571.7127308634192,0.14290071999032963,18859.593900070973
2024-02-03,Mouse,Bursa,Can Arslan,8,412.96500061902844,0.09946940972015812,2975.1009261789513
2024-09-06,Tablet,Bursa,Ali Yılmaz,4,625.7215148548022,0.2638489712184379,1842.5021475644803
2024-12-07,Phone,İzmir,Can Arslan,4,1402.5552120739007,0.23133684475556596,4312.3700588690035
2023-01-04,Keyboard,Ankara,Ali Yılmaz,17,1101.234377835217,0.08474172791100111,17134.535854981892
2023-10-06,Headphones,Antalya,Can Arslan,9,50.02268777296398,0.12496974854468765,393.9422855440252
2024-07-19,Tablet,Antalya,Ali Yılmaz,10,441.09248959231667,0.06107351326390813,4141.5342157859
2023-03-26,Headphones,Bursa,Mehmet Kaya,19,151.20683999525258,0.05733561284880079,2708.20875998669
2023-02-07,Keyboard,Bursa,Ali Yılmaz,5,1530.1844315538326,0.18288930349707058,6251.6503332244565
2024-06-25,Tablet,Antalya,Ali Yılmaz,16,1642.7199596859903,0.0544841903269808,24851.483083976455
2024-01-17,Keyboard,Bursa,Can Arslan,8,1338.9777957822746,0.023536744895137185,10459.700935861554
2023-07-21,Keyboard,Ankara,Ali Yılmaz,17,1906.8324821103095,0.012726689462067509,32003.60189332324
2024-05-19,Laptop,Bursa,Fatma Özkan,15,1443.1271199389223,0.22770158475657928,16717.871815854473
2023-04-12,Laptop,İstanbul,Ali Yılmaz,19,770.097501920305,0.27987745877090164,10536.72683146358
2023-03-29,Mouse,İzmir,Ali Yılmaz,15,1404.4610831439065,0.21869431849674492,16459.701355658246
2024-09-29,Laptop,İstanbul,Ayşe Demir,9,430.7191757651595,0.10360258567346635,3474.8599991107026
2023-09-19,Monitor,Bursa,Can Arslan,3,281.8050627952904,0.22941574244288374,651.4636352698361
2023-06-24,Headphones,İstanbul,Ali Yılmaz,3,990.8758194589533,0.15200179469482372,2520.7827497444646
2023-05-08,Monitor,Ankara,Ali Yılmaz,19,1575.23396302793,0.0373148493723973,28812.63255445391
2023-03-19,Mouse,İstanbul,Ayşe Demir,4,1140.0122364945594,0.15032636407865912,3874.553367908607
